,id,word,chinese,explain
129,130,Euphemism,委婉语,"An understatement (from the greek eu, meaning well, and pheme, meaning speaking), designed to minimise harshness or embarrassment – for example, to “let go” rather than “fire” an employee. sometimes a euphemism loses its intended purpose: “ethnic cleansing” and “collateral damage” no longer obscure the meaning of racial massacre and civilian casualties."
130,131,Euphuism,夸饰文体,"An ornate and affected way of speaking or writing – for example, with an excessive use of alliteration, repetition, similes and antitheses. the word, from the greek euphues, meaning well-endowed by nature or shapely, refers to the protagonist of two books of this style – euphues: the anatomy of wit and euphues and his england – by john lyly (c1554–1606), an english writer, in 1578 and 1580. one extract from euphues: the anatomy of wit, is typical of the style: “it is virtue, yea virtue, gentlemen, that maketh gentlemen; that maketh the poor rich, the base-born noble, the subject a sovereign, the deformed beautiful, the sick whole, the weak strong, the most miserable most happy.” euphuism, however, was not lyly’s alone, but was common in the late 16th century, especially in the language of the elizabethan court."
131,132,Eurocommunism,欧洲共产主义,"A political ideology adopted by some communist parties in western europe in the 1970s and 1980s that advocated democratic procedures and stressed independence from the soviet union. eurocommunism was developed in particular by the communist parties of italy, spain and (less enthusiastically) france, partly in response to the well-publicised human-rights abuses in the soviet union and the crushing of dissent in 1968 in what was then czechoslovakia, and partly to make themselves more relevant to voters. the italian and spanish parties agreed in 1975 that the soviet union was not the sole model for social and economic change; that all progressive forces should collaborate for “the democratic and socialist renewal of society”; and that communist parties needed to revive themselves by democratising their internal organisation. the french communist party agreed to this “new way” in 1977, but in the 1980s reverted to the pro-soviet line. with the collapse of the soviet union at the start of the 1990s, support for communism in europe – including for eurocommunism – fell into insignificance."
132,133,Evangelicalism,福音主义,"A movement in protestant christianity that emphasises the experience of conversion, the bible as the sole basis of faith and the importance of evangelism. the movement began in europe and america in the mid-18th century, with men such as george whitefield (1714–70), a british evangelist whose preaching in america led to the religious revival known in britain’s american colonies as the great awakening. later, it attracted the support of the british politician and anti-slavery campaigner william wilberforce (1759–1833). evangelicalism has remained an especially strong social, and indeed political, force in america, with the revivalist fervour of the 19th century turning, thanks to preachers such as billy graham, jerry falwell and pat robertson, into the fundamentalism and pentecostalism of the 20th and now 21st centuries."
133,134,Evangelism,福音传道,"The mission to convert people to a religion, in particular to christianity or islam, both of which have a scriptural duty to spread the word of god. the term originates in the greek euangelos, meaning “bringing good news”. in a more general sense, evangelism can be the enthusiastic advocacy of a cause (for example, environmental evangelism)."
134,135,Exhibitionism,暴露证,"Behaviour deliberately intended to draw attention to oneself. as defined by psychiatrists, exhibitionism is the compulsion to expose one’s genitals in public or to someone not expecting the exposure. it can also include the compulsion to have sexual intercourse in circumstances where one might be seen."
135,136,Existentialism,存在主义,"A philosophical approach in which individuals are seen as free agents, determining their development through acts of will. existentialism began with the work of kierkegaard and nietzsche in the 19th century, but the term was probably coined by a french philosopher, gabriel marcel (1889–1973), in 1943, and the approach is most closely associated with the 20th-century french philosophers jean-paul sartre (1905–80) and albert camus (1913–60). sartre published l’etre et le néant (being and nothingness) in 1943; camus published le mythe de sisyphe (the myth of sisyphus) in 1942, illustrating the futility of existence. fundamental to existentialism is the notion that existence comes before essence, meaning that the actual life of an individual is what constitutes his essence, instead of a predetermined essence defining the human being. existentialism tends to deny the existence of objective values, emphasising instead a person’s freedom and experience."
136,137,Exorcism,驱魔,"The expulsion of an evil spirit from a person or place. the practice goes back for millennia, and is recognised in the new testament as one of christ’s miracles. exorcism is a rite of christianity but most denominations, especially in the west, now use it sparingly. by contrast, scientologists believe that every person is possessed by alien beings known as “body thetans”, who must be exorcised by scientology’s own techniques."
137,138,Expansionism,扩张主义,A policy of gaining more territory or greater markets and economic influence. the process is often associated with colonialism.
138,139,Expressionism,表现主义,"A movement in the arts, particularly painting, in which the artist stresses subjective or emotional feelings above purely objective observations. the movement had its roots in the late 19th century but was defined in germany at the start of the 20th century by artists such as max beckmann (1884–1950) and soon spread throughout europe, embracing painters as varied as the norwegian edvard munch (1863–1944) and the russian émigré in france marc chagall (1887–1985)."
139,140,Extremism,极端主义,"The quality, invariably negative, of going beyond normally accepted practices, especially in politics. the contrast is with moderation. an extremist might well assassinate a political opponent; a moderate would not. not enjoying the label, an extremist might well prefer to be called a radical."
140,141,fabianism,费边主义,"The doctrine of the fabian society, founded in london in 1884 with the goal of achieving socialism through evolutionary steps. its aim, in its own words, was “the reconstruction of society in accordance with the highest moral principles”, but only gradually rather than through the revolution advocated by marxism. the name is an allusion to the roman general quintus fabius maximus, whose nickname was cunctator – the delayer. fabianism, whose early luminaries included sidney and beatrice webb (1859–1947 and 1858–1943) and george bernard shaw (1856–1950), was extremely influential in the british labour party, which sprang from the efforts of the early fabians. it also influenced several leaders of the 20th-century independence movements in britain’s colonies, notably in india, where jawaharlal nehru (1889–1964), india’s first prime minister, devised the country’s economic policy on fabian lines. the founder of pakistan, muhammad ali jinnah (1876–1948), had been a fabian in the 1930s; and independent singapore’s first prime minister, lee kuan yew, was also for a time influenced by fabianism."
141,142,factionalism,派系主义,"The state of having divisions, for example in a political movement. factions are normally considered to be bad, since they militate against cohesion and unity."
142,143,falangism,长枪党主义,"Specifically, the fascist doctrine of the spanish falange party, which was founded in 1933 by josé antónio primo de rivera and supported general franco in the spanish civil war of 1936–39 (falange means a phalanx formation, from the greek for battalion). more generally, the term applies to the fascist doctrines of several right-wing political organisations, especially in latin america from the 1930s onwards (see fascism). when spelled phalangism, it refers to the programme of the christian lebanese kataeb (or phalange) party, which led the christian forces in the lebanese civil war of 1975–90."
143,144,fanaticism,狂热,"The exhibition of excessive and obsessive zeal, common among followers of sport, religion and politics. the difference between a fan and a fanatic is that a fan behaves in an acceptable way; a fanatic, by going to excess, does not."
144,145,fascism,法西斯主义,"An authoritarian system of government, characterised by nationalism. the word derives from the latin fasces, or bundle, with the symbol of a bound bundle of sticks and a protruding axe-blade indicating collective power in ancient rome. the word was first used for the dictatorial regime of benito mussolini (1883–1945) in italy from 1922 to 1943, and for the ideology in the 1930s and later of franco in spain and hitler in germany. in economic terms, fascism opposes both marxism, with its class warfare, and individual capitalism, favouring instead what mussolini called “the corporate state”, with government control – not least with business cartels – over the economy. in political terms, fascism exalts the nation and racial purity: a people must be strong to survive in competition with other races. following the horrors of the second world war, the term is now invariably pejorative, frequently applied to right-wing governments in latin america (for example, chile under general pinochet) and to extremist nationalist and anti-immigrant movements in europe."
145,146,fatalism,宿命论,"The belief that everything is predetermined, and so inevitable. the implication is that free will does not exist. religion is sometimes associated with fatalism, because of the argument that “it is god’s will”."
146,147,fauvism,野兽派,"A style of painting that flourished briefly in france at the beginning of the 20th century. the fauvists, led by henri matisse (1869–1954), used pure, brilliant colours applied directly on to the canvas in an explosion of colour. their first formal exhibition was in 1905 at the annual paris salon d’automne, where the critic louis vauxcelles (1870–1945) described matisse’s painting open window and woman with the hat as “donatello au milieu des fauves” (donatello among the wild beasts – fauve means wild animal). other fauvists were georges braque (1882–1963), andré derain (1880–1954), raoul dufy (1877–1953) and maurice de vlaminck (1876–1958). fauvism was initially greeted with shock by the artistic elite, but was immediately embraced by the american collector gertrude stein (1874–1946). even so, the style more or less died out after 1908 as most of the fauvists turned away from their vivid expressionism to the geometrical style of cubism (so named in 1908 by the same louis vauxcelles)."
147,148,favouritism,偏袒,"The practice of giving preference, often undeserved, to one person or group at the expense of another. sometimes this can be government policy, as in malaysia, with economic preference for the malays – the bumiputra, or “sons of the soil” – at the expense of their ethnic chinese and indian compatriots."
148,149,federalism,联邦制,"A system of government, as in the united states, in which power is shared between a national authority (the federal government in america) and political units such as states or provinces. federalism has been adopted in many parts of the world, from india and australia to brazil and belgium. the concept, however, has proved controversial in the evolution of the european union, with eurosceptics, especially in britain, claiming that the eu is on the way to becoming a federal “united states of europe”."
149,150,feminism,女权主义,"A movement arguing that women should have equal rights to men in all spheres of life. feminism goes back at least to the 18th century, with the writings, for example, of mary wollstonecraft (1759–97), but became prominent in the struggle for voting rights at the turn of the 19th and 20th centuries (new zealand women gained the vote in 1893; british women in 1918; american women in 1919; french women not until 1944). although simone de beauvoir (1908–86) wrote the influential book the second sex in 1949, modern feminism is essentially a development from the 1960s, when the term “women’s liberation” was coined in america and feminist writers such as betty friedan (1921–2006), angela davis and gloria steinem became prominent. in the 21st century feminism has in theory largely achieved its goals in the developed world, not least by legislation. in practice, women in general still earn less than men and are less represented in senior positions. in some developing countries – for example, afghanistan and pakistan – conditions for women seem to have worsened."
150,151,fenianism,芬尼亚主义,"A revolutionary movement, with the fenian brotherhood founded in america in 1858, that sought the independence of ireland from britain. the fenians mounted an abortive revolt in ireland in 1867 and continued their armed struggle into the early 20th century, after which they were succeeded by the irish republican army (ira). fenianism (derived from the old irish féne, the name of an ancient irish people) gained much of its support from irish americans, some of whom made unsuccessful raids into british-ruled canada in the late 19th century."
151,152,fetishism,恋物癖,"The worship of an inanimate object for its supposed magical power. the word originated in the 17th century from the french fétiche and portuguese feitiço, meaning amulet or charm, used in connection with the customs of west africa. in psychology, borrowing the term from anthropology, fetishism is a mental condition in which the use of a non-genital, asexual object – such as a shoe or foot – is necessary to achieve sexual gratification. sigmund freud, in his three contributions to the theory of sex, described the object of the fetishist as comparable to “the fetich in which the savage sees the embodiment of his god”."
152,153,feudalism,封建主义,"The political and social system that prevailed in much of medieval europe, in which the monarch would grant land (a “feud” or fief) to noblemen (called barons in britain), who would then lease the land to knights. the knights would in turn lease the land to villeins or serfs. this chain created a reciprocal chain of obligation: the serfs would provide food and service to the knights, who would provide military protection to the barons, who would provide an army and money for the monarch. the term “feudalism” was not used until the 17th century, by which time it was already losing prominence owing to the growth of urban settlements. in a rather loose sense feudalism still exists in many developing countries, where peasants give their loyalty (and part of their crops) to a land-owning ruling class that in return provides them with protection (such as housing or even education)."
153,154,fordism,福特主义,"The concept of mass production and mass consumption developed by henry ford (1863–1947), founder of the ford motor company, in the early 20th century. because higher production could be justified only by higher consumption, fordism – a term seemingly coined in the 1930s by antonio gramsci (1891–1937), an italian marxist – also required wages high enough for consumers to buy the products. one implication of fordism is corporate paternalism, with the employer providing benefits, such as health insurance, for the workers."
154,155,formalism,形式主义,"The theory, in art, literature, ethics and even mathematics, that what matters is adherence to already known forms. in painting, for example, formalism, reacting to impressionism, argued that a painting – no matter what its subject – was “essentially a flat surface covered in colours arranged in a certain order”, in the words of maurice denis (1870–1943), a french artist and designer. as such, formalism prepared the way for abstract art. in literary analysis, formalism concentrates on the text itself, rather than its historical or cultural context."
155,156,fourierism,傅立叶主义,"A philosophy of social reform proposed by the french social theorist charles fourier (1772–1837), who envisaged the reorganisation of society into self-sufficient, independent co-operatives known as phalanxes (phalanges in french). the idea was one of several utopian schemes in the early 19th century, and was transplanted, under the name “associationism”, by albert brisbane (1809–90) to america, where it was publicised by the new york tribune newspaper. fourier’s theory was that people in his co-operatives would live a life of harmony, free from government interference. in america around 50 phalanxes – forerunners of the hippy communes of the late 20th century – were established, with members paid according to the unpleasantness of their work. however, the average lifespan of the phalanxes was a mere two years."
156,157,francoism,弗朗哥主义,"The ideology of general francisco franco (1892–1975), victorious leader of the nationalist forces in the 1936–39 spanish civil war and dictator of spain until his death in 1975. franco sided with the fascist regimes of italy and germany in the 1930s but kept spain neutral during the second world war and sided with america in the subsequent “cold war”. francoism’s characteristics were essentially authoritarianism, nationalism, anti-communism and an adherence to roman catholicism."
157,158,freudianism,弗洛伊德主义,"The psychological theories of the austrian neurologist sigmund freud (1856–1939), who stressed the importance of unconscious feelings and sexuality in determining a person’s actions and beliefs. freudianism teaches the dynamic interaction between the id, the ego and the superego, representing respectively a person’s instinct, will and moral conscience."
158,159,frotteurism,摩擦癖,"The technique in art of taking a rubbing from an uneven surface. also know as frottage (french for rubbing), the technique was used by max ernst (1891–1976) and other members of the surrealist movement as a starting point for their compositions (see surrealism). in psychology, frotteurism is the practice of achieving sexual pleasure by rubbing against the clothing of another person."
159,160,fundamentalism,原教旨主义,"A belief in a basic set of rules or doctrinal teachings, especially in religion – notably, in the 20th and 21st centuries, those of christianity and islam. fundamentalist christians, for example, believe in a literal interpretation of the bible, including its account of the creation of the world and of christ’s miracles. fundamentalist muslims believe that the koran is god’s word and advocate the application of sharia islamic law. the term is often used pejoratively, linking fundamentalism to extremism."
160,161,futurism,未来主义,"A movement in art and literature launched by an italian poet, filippo tommaso marinetti (1876–1944), with the publication in 1909 of the manifesto of futurism in la gazzetta dell’emilia and then on the front page of the french newspaper le figaro. the idea was to reject all previous schools of art and to see the world as one of movement and mechanised dynamism (the manifesto, for example, exalted the power and speed of the motor car). prominent futurist painters included umberto boccioni (1882–1916), giacomo balla (1871–1958) and gino severini (1883–1966). futurism saw war as a cleansing experience, and many italian futurists were quick to identify with the fascism of benito mussolini."
161,162,Gallicanism,高卢主义,"A political and ecclesiastical doctrine in france asserting the freedom of french roman catholics from the absolute authority of the pope. the word was coined in the 19th century to describe opposition to the concept of ultramontanism (which asserted the power over catholics in france of the pope “beyond the mountains” in italy). but as a doctrine its roots lie in early french nationalism, in the 8th and 9th centuries, and then in the conflict between philip iv (1268–1314), known as “the fair”, and pope boniface viii (c1235–1303 and pope 1294–1303), when the king levied a 50% tax on the clergy. after later conflicts between kings and popes, charles vii in 1438 issued the pragmatic sanction of bourges, giving the french church authority to control its own appointments and administration independent of the pope. by the end of the 16th century two strands of gallicanism had evolved: political (both parliamentary and royal) and theological. the four gallican articles, approved by the french clergy in 1682, combined both strands: the pope had supreme spiritual authority but no secular power; the pope was subject to ecumenical councils; the pope must accept the customs of the french church, such as the right of the monarch to appoint bishops; and papal infallibility is conditional on approval by the whole church. royal gallicanism became irrelevant after the fall of the monarchy and theological gallicanism ended when the first vatican council in 1869–70 declared the pope infallible in matters of faith and morals and confirmed the doctrine of ultramontanism."
162,163,Gallicism,法语语法,"An expression or idiom in the french language, particularly when used by speakers of a different language – for example, savoir faire or joie de vivre."
163,164,Gaullism,戴高乐主义,"The policies of conservatism and french nationalism – characterised in particular by a refusal to be dependent on america – developed by charles de gaulle (1890–1970), both as a leader of the free french in the second world war and as president of france during the 1960s. one decision by de gaulle was that france should possess an independent nuclear deterrent; a second was to withdraw from the military arm of nato (a decision reversed in 2009 by president nicolas sarkozy). gaullism has survived de gaulle’s death in 1970, being a strong current in both centre and centre-right politics in france, initially with the centrist union of democrats for the republic and the more right-wing rally for the republic (rpr). gaullism is now represented mainly by sarkozy’s union for a popular movement (ump), the successor to the rpr."
164,165,Geocentrism,地心说,"The belief that the earth is the centre of the universe. science has long since disproved this (copernicus and galileo put the sun at the centre of our solar system as long ago as the 16th and 17th centuries – see heliocentrism), but it remains a tenet of many christian fundamentalists and creationists (see fundamentalism and creationism)."
165,166,Geophagism,食土癖,"The practice, also known as geophagy (from the greek geo, meaning earth, and phagia, meaning eating), of eating clay or other earth. the practice has been observed in most parts of the world, particularly in africa and among native americans and historically among slaves in america. the nutritional justification is the presence of minerals in the earth."
166,167,Germanism,日耳曼主义,"A loan word from the german language for use in another language – for example, kindergarten."
167,168,Gigantism,巨人症,"The condition, often caused by a hormonal imbalance, of being excessively tall."
168,169,Globalism,全球主义,"A belief in internationalism, particularly in terms of institutions and organisations such as the united nations, in contrast to the narrower practices of nationalism and regionalism."
169,170,Gnosticism,诺斯替主义,"A heresy popular in 2nd-century christianity that taught that the world was created by the demiurge – a heavenly being subordinate to the supreme being. christ was supposedly sent by this supreme being, and esoteric knowledge (gnosis in greek) of this supreme being would redeem the human spirit. gnosticism distinguished between this supreme divinity and the demiurge. the demiurge was the imperfect creator and ruler of a world that was itself imperfect. some individuals, however, might hope to return to the supreme being after death, with christ having acted as a redeemer (with perhaps other redeemers to follow) and bringing gnosis with him. some gnostics held that human beings are classified by flesh, soul and spirit (the divine spark). the purely corporeal could never be saved; those possessed knowingly of the divine spark could look forward to certain salvation; and those in between might attain a lesser salvation through faith. though gnosticism is identified with christianity, its dualistic nature, dividing the world into two entities, is common to many other beliefs, such as manichaeism, including some, such as zoroastrianism, which pre-date christianity."
170,171,Goldwynism,高德温式妙语,"a comical phrase resulting from a contradictory choice of words, idiom or context, as in “include me out”. the term refers to an habitual user of such phrases, namely samuel goldwyn (1882–1974), a polish-born american film producer, who was born schmuel gelfisz but changed his name to samuel goldfish in britain and then, in america, to samuel goldwyn. well-known examples of goldwynisms include: “if i could drop dead right now, i’d be the happiest man alive” and “i may not always be right, but i’m never wrong.”gradualism in politics, the policy of gradual reform rather than abrupt change or revolution. as such, gradualism tends to be a feature of conservatism. in science, gradualism is the notion that evolution proceeds by incremental changes."
,,Gradualism ,渐进主义/渐变说,"In politics, the policy of gradual reform rather than abrupt change or revolution. As such, gradualism tends to be a feature of conservatism. in science, gradualism is the notion that evolution proceeds by incremental changes. "
171,172,Hasidism,哈西德主义,"A mystical jewish movement founded in poland in the 18th century as a reaction against rigid talmudic worship and offering in its stead joyful worship through music and dance. the movement, from the hebrew hasid, meaning pious one, began with the preaching of israel ben eliezer ba’al shem tov (1698–1760), known by the acronym besht, who taught that god was immanent in all things and that piety was more important than scholarship. the hasidim were excommunicated by the talmudists of orthodox judaism in 1772 but continued to grow in popularity in central and eastern europe. by the 19th century the hasidim had become ultra-conservative and been accepted again by the orthodox. by the late 20th century they had become the staunchest opponents of secularism in jewish life. the hasidim, recognisable by clothing such as broad-brimmed fur hats, which originated with 18th-century polish nobility, suffered horrendously during the holocaust in europe; today, they are concentrated in israel and america, where the largest community is the lubavitch group, with perhaps 100,000 followers. the term hasidim has also been applied to a strictly observant jewish sect that developed between 300bc and 175bc and led the opposition to the hellenising campaign of antiochus iv (c215–164bc) of syria. a further use of the word hasidism refers to a movement in germany in the 12th and 13th centuries that combined asceticism with kabbalistic mysticism."
172,173,Hedonism,享乐主义,"The pursuit of pleasure and the practice of self-indulgence – and therefore doubtless as old as mankind, though the term itself (from the greek hedone, meaning pleasure) originated in the mid-19th century. hedonists are in modern times frequently characterised as selfish seekers of their own pleasure, but in classical greece the concept of hedonism was more usually associated with tranquillity and intellectual joy rather than with the pleasures of the flesh. an exception, with a preference for sensuality, was aristippus (c435–356bc). more typical, though, was epicurus (341–270bc), who argued that tranquillity came from wisdom and virtue."
173,174,Heightism,身高歧视,"Discrimination on the basis of a person’s height, normally favouring the tall over the short. although there are plenty of obvious exceptions, from napoleon to deng xiaoping and now president nicolas sarkozy of france, sociological surveys constantly assert that tall people do better in business, politics and love."
174,175,Heliocentrism,日心说,"The theory, elaborated by the polish astronomer nicolaus copernicus (1473–1543) in the 16th century (though the idea had been toyed with by astronomers for centuries before), that the sun is the centre of the universe. this was at odds with the geocentric view of the roman catholic church (see geocentrism), which in 1633 famously found italy’s galileo galilei (1564–1642) guilty of heresy for his support of the copernican thesis."
175,176,Hellenism,希腊文化,"The culture and civilisation of greece, especially ancient greece (from the greek root hellas, meaning greece). the word refers also to the assimilation of greek customs and language, for example by jews from the 4th century bc to the 1st century ad, a period in which hellenic influence dominated the middle east and mediterranean."
176,177,Henotheism,单一,"Adherence to one particular god out of several. the word, from the greek heno-, meaning one, and theos, meaning god, was coined by max müller (1823–1900), a german philologist and orientalist, to describe situations in which someone might decide to worship one god from the pantheon of gods. henotheism is similar to monolatry, but whereas henotheism does not preclude the existence of other gods worthy of worship, monolatry holds that only one god is worthy – even though others are known to exist."
177,178,Hermaphroditism,两性畸形,"(or hermaphrodism) the condition of having both male and female sexual characteristics. in many plants and invertebrates the condition is common (a flower, for example, may have both stamens and pistils); in humans it is rare and is almost always confined to appearance rather than function."
178,179,Hermeticism,隐逸派/赫尔墨斯主义,"In literature, hermeticism (ermetismo in italian) was a modernist poetry movement in italy in the early 20th century. the movement’s poets, notably giuseppe ungaretti (1888–1970), salvatore quasimodo (1901–68) and eugenio montale (1896–1981) – the last two both nobel laureates – drew their influence from 19th-century french symbolist poets (see symbolism), such as charles baudelaire (1821–67) and arthur rimbaud (1854–91), and also from futurism, a short-lived italian movement that encouraged innovation in language. in philosophy, hermeticism refers both to a 1st-century ad form of neoplatonism, marrying rationality with religion, centred on alexandria and to a set of beliefs encompassing the occult, alchemy and astrology (the derivation is from the greek god hermes, who is identified with the egyptian thoth, regarded as the founder of alchemy and astrology)."
179,180,Heroism,英雄主义,"Great bravery. oddly, this is not always true of heroes (or heroines), who may simply be the protagonists of a book or film. similarly devaluing the concept is the tendency to describe victims of war or terrorism as “heroes”, regardless of any action, brave or not, on their part."
180,181,Hinduism,印度教,"A religious and cultural tradition, dominant in india, which can claim to be the world’s oldest faith, with some authorities setting its origins around 4000bc, and which, with around 900m followers, is the world’s third most popular, after christianity and islam. hinduism’s primary texts are the vedas, summarised in the bhagavad gita, featuring krishna, regarded by hindus as the supreme manifestation of god. hinduism is often considered polytheistic (see polytheism), but most strands of the religion recognise a single supreme deity, with various gods and goddesses being simply manifestations of that supreme god. because divinity is in every being, hinduism promotes non-violence and, for most followers, vegetarianism. crucial to the religion is a belief in reincarnation, decided by the law of karma (the effect of one’s actions), and ended only by the salvation (moksha or nirvana) gained by the attainment of perfect peace. also embedded in hindu society (though some authorities say not in the texts) is the concept of caste, with society being divided into four principal classes: the brahmins, or priests; the kshatriyas, or warriors and nobles; the vaishyas, or farmers and businessmen; and the shudras, or servants and labourers."
181,182,Historical materialism,历史唯物主义,See dialectical materialism.
182,183,Historicism,历史主义,"The theory, partly developed by the german philosopher georg hegel (1770–1831), that social phenomena are the consequence of history and so can be understood only by understanding historical events, conditions and context, including the tendency for human actions to react against what has gone before (as in marxism’s “thesis, antithesis and synthesis”). the contrast is with the reductionist theory that posits the influence of fundamental principles (see reductionism)."
183,184,Holism,整体论,"The philosophical theory that the parts of a whole cannot be understood without reference to the whole. the term, from the greek holos, meaning whole, was coined by the south african statesman and soldier jan smuts (1870–1950), who in a 1926 book noted “the tendency in nature to form wholes, that are greater than the sum of the parts, through creative evolution”. but the idea goes back at least as far as aristotle (384–322bc), who declared: “the whole is more than the sum of its parts.” holism has become important in modern medicine, with the holistic approach being to consider mental and social factors in a patient, as well as simply physical symptoms."
184,185,Hooliganism,流氓行为,"Unruly, anti-social and often violent behaviour, particularly common among soccer fans. the word’s origins are in the late 19th century, perhaps linked to hooligan, a fictional irish family in a popular song, or perhaps to an 1899 book, the hooligan nights, by clarence rook (1863–1915), a chronicler of working-class london."
185,186,Humanism,人文主义,"A philosophy, or set of beliefs, that holds that human beings achieve a system of morality through their own reasoning rather than through a belief in any divine being. humanists are therefore often either atheists or agnostics (see atheism and agnosticism). the term, as in renaissance humanism, can also refer to the cultural movement in europe in the middle ages and the renaissance that revived the language and learning of classical greece and rome (hence “the humanities”, as a field of scholarly study)."
186,187,Humanitarianism,人道主义,"A view that all people are human beings, leading to a concern for human welfare, practised in particular by non-governmental agencies such as the red cross."
187,188,Hypnotism,催眠术,"The practice of inducing hypnosis (a word coined in 1842 by james braid (1795–1860), a scottish surgeon, from the greek hupnos, or “sleep”), in which a person enters an altered state of consciousness similar to sleep. braid was the first to use the term hypnotism for this practice rather than mesmerism or animal magnetism."
188,189,Hypopituitarism,垂体机能减退症,A medical condition characterised by the decreased secretion of hormones by the pituitary gland. the consequence is dwarfism in children and premature ageing in adults.
189,190,idealism,理想主义/唯心主义,"The practice of having ideals, or ideas of perfection, truth, goodness and other virtues. not surprisingly, idealists are often thought to be out of touch with reality and idealism is often contrasted with materialism. in terms of philosophy, idealism goes back to plato (c428–347bc), who regarded the visible world as simply a copy of an ideal world beyond our normal senses."
190,191,ignosticism,漠视主义,"The attitude, also known as igtheism, that the question of god’s existence is meaningless, and so is arguing about it, since definitions of god cannot be proven to be either true or false. the term “ignosticism” was coined in the 1960s by sherwin wine (1928–2007), a humanistic rabbi; “igtheism” was coined by paul kurtz, a secular humanist, in a 1992 book the new skepticism."
191,192,imagism,意向主义,"A movement in early 20th-century british and american poetry, defined around 1912 by a group led by the expatriate american ezra pound (1885–1972) and including his former fiancée hilda doolittle (1886–1961) and her future husband richard aldington (1892–1962). based in london, the group took its inspiration from t.e. hulme (1883–1917), a british writer and former student of mathematics, who was critical of what he saw as the sentimentality and optimism of the prevailing romantic and victorian poetry. in contrast, the imagists wrote succinct verse with crisp, clear language. in 1914 pound turned to vorticism, leaving amy lowell (1874–1925) to lead the group. though the movement was short-lived, imagism had a lasting effect on british and american poetry, influencing not just t.s. eliot (1888–1965) and d.h. lawrence (1885–1930) but also the later beat generation of poets such as allen ginsberg (1926–97)."
192,193,imperialism,帝国主义,"The policy of creating an empire, extending a country’s power by conquest, violent or otherwise, diplomacy or trade. imperialism has been a feature of mankind for millennia, from the assyrians in the 20th century bc to the british and other european powers and japan in the “age of imperialism” of the 19th century and early 20th century. the process of decolonisation in the second half of the 20th century has virtually ended military imperialism, to be replaced, say cynics, by economic and cultural imperialism."
193,194,impressionism,印象派,"A style of painting, originating in france in the late 1860s, which emphasises the visual effect of the moment, giving light and colour precedence over linear precision. the word was originally a critical reference to claude monet’s 1872 painting impression: soleil levant (impression: sunrise). other prominent impressionists were pierre-auguste renoir (1841–1919), camille pissarro (1830–1903), alfred sisley (1839–99) and paul cézanne (1839–1906). the term “impressionism” can also be applied to literature and music, where feeling and impression are more important than accuracy and structure. though the definition is vague when applied to literature and music, the french poets charles baudelaire (1821–67), arthur rimbaud (1854–91), stéphane mallarmé (1842–98) and paul verlaine (1844–96) have all been considered impressionist writers, though more commonly described as symbolists (see symbolism); in music maurice ravel (1875–1937) and claude debussy (1862–1918) have been called impressionists, though debussy said the description was an invention of music critics."
194,195,individualism,个人主义,"An emphasis on being self-reliant and independent, so favouring individual freedom over collective control. individualism is sometimes viewed as being politically incompatible with socialism, hence the common assumption that capitalist america is the world’s most individualistic nation (see capitalism)."
195,196,intellectualism,理智主义,"The exercise of the intellect – or rational thought – rather than the emotions. somewhat irrationally, intellectuals are often derided in anglo-american society, witness the phrase “too clever by half”. by contrast, “the intellectual”, for example jean-paul sartre (1905–80) in the past or bernard-henri lévy today, is revered in france."
196,197,intentionalism,意图主义,"The theory in literary criticism that a literary work should be judged in terms of the intentions of the author. in philosophy the term, from the latin intentio, meaning mental effort or purpose, refers to the idea that consciousness is always consciousness of a physical entity or some aspect of reality – meaning that “pure consciousness” does not exist."
197,198,internationalism,国际主义,"The doctrine that favours collaboration and co-operation between nations, usually by promoting international institutions such as the un."
198,199,interpretivism,阐释主义,"An approach in anthropology, originating with the work of the german-born american anthropologist franz boas (1858–1942), that says that cultures can best be understood through studying how people think and what they think about."
199,200,interventionism,干预主义,"Getting involved in the affairs of others – frequently the habit of great powers towards other countries. the term is also used when the state involves itself in business and industry. an example of interventionism in foreign policy was the nato bombardment of serbia in 1999. a recent example of interventionism in business was the bailing-out of banks in america, britain and elsewhere in the global financial crisis of 2008–09."
200,201,irredentism,领土收复主义,"The desire to restore to a country a territory previously belonging to it. the term comes from the italian irredenta, as in italia irredenta, meaning unredeemed italy, referring to the campaign in the late 19th century and early 20th century for the unification of italian-speaking lands by wresting from foreign rule areas such as trentino (which was still part of the austrian empire after the 1860–70 unification of italy). modern examples of irredentism include spain’s claim to the british territory of gibraltar, morocco’s claim to the spanish enclaves of ceuta and melilla and afghanistan’s claim to pashtun areas of pakistan."
201,202,islamism,伊斯兰缴主义,"A term, frequently used in a pejorative sense (especially by non-muslims linking islamism with terrorism), that defines islam as a religion that applies to all parts of social, legal and political life. historically, islamism was simply an 18th-century french term for islam; it acquired its modern english sense of islamic fundamentalism in the 1980s as some muslims, inspired by the wahhabite doctrine of saudi arabia (see wahhabism) and by the islamic revolution in iran, argued that an apolitical islam was contrary to the teachings of the prophet. this anti-secular argument of the islamists was not, in itself, so new in the 20th century: in egypt, for example, the muslim brotherhood was founded in 1928 under the slogan “the koran is our constitution”."
